,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,Expiration,Type,MarketPrice
10016,SPXW250630P05645000,2025-05-23 18:53:23+00:00,5645.0,75.7,81.9,83.2,31.279999,70.41873,8.0,56,0.2050231323432922,False,REGULAR,USD,2025-06-30,put,82.55000000000001
10017,SPXW250630P05650000,2025-05-23 20:09:34+00:00,5650.0,85.52,83.1,84.3,27.939995,48.523785,56.0,3076,0.2040446722793579,False,REGULAR,USD,2025-06-30,put,83.69999999999999
10018,SPXW250630P05655000,2025-05-21 19:48:02+00:00,5655.0,67.44,84.2,85.5,0.0,0.0,3.0,36,0.20318828130722044,False,REGULAR,USD,2025-06-30,put,84.85
10019,SPXW250630P05660000,2025-05-23 19:51:37+00:00,5660.0,86.49,85.4,86.7,19.64,29.379208,6.0,181,0.2023032803916931,False,REGULAR,USD,2025-06-30,put,86.05000000000001
10020,SPXW250630P05665000,2025-05-23 18:13:42+00:00,5665.0,77.3,86.5,87.8,24.470001,46.31838,6.0,43,0.20124471248626707,False,REGULAR,USD,2025-06-30,put,87.15
10021,SPXW250630P05670000,2025-05-22 19:36:50+00:00,5670.0,63.9,87.7,89.0,0.0,0.0,11.0,735,0.20030249168395994,False,REGULAR,USD,2025-06-30,put,88.35
10022,SPXW250630P05675000,2025-05-23 18:20:13+00:00,5675.0,83.5,88.9,90.2,6.1500015,7.9508743,2.0,1544,0.19933356826782228,False,REGULAR,USD,2025-06-30,put,89.55000000000001
10023,SPXW250630P05680000,2025-05-23 17:35:51+00:00,5680.0,84.14,90.2,91.4,11.82,16.344027,23.0,196,0.19833603490829466,False,REGULAR,USD,2025-06-30,put,90.80000000000001
10024,SPXW250630P05685000,2025-05-23 14:11:24+00:00,5685.0,96.85,91.4,92.7,18.25,23.21883,5.0,675,0.19745294132232666,False,REGULAR,USD,2025-06-30,put,92.05000000000001
10025,SPXW250630P05690000,2025-05-21 17:29:47+00:00,5690.0,72.28,92.7,93.9,0.0,0.0,52.0,200,0.19639818807601928,False,REGULAR,USD,2025-06-30,put,93.30000000000001
10026,SPXW250630P05695000,2025-05-22 19:31:21+00:00,5695.0,66.1,93.9,95.2,0.0,0.0,6.0,38,0.19545787460327146,False,REGULAR,USD,2025-06-30,put,94.55000000000001
10027,SPXW250630P05700000,2025-05-23 20:14:33+00:00,5700.0,97.07,95.2,96.5,18.970001,24.289373,194.0,5322,0.19448513652801513,False,REGULAR,USD,2025-06-30,put,95.85
10028,SPXW250630P05705000,2025-05-23 13:30:02+00:00,5705.0,115.8,96.5,98.0,38.700005,50.19456,5.0,81,0.19376798061370848,False,REGULAR,USD,2025-06-30,put,97.25
10029,SPXW250630P05710000,2025-05-23 16:10:32+00:00,5710.0,101.28,97.9,99.2,22.559998,28.658533,1.0,205,0.19259306560516354,False,REGULAR,USD,2025-06-30,put,98.55000000000001
10030,SPXW250630P05715000,2025-05-21 19:33:52+00:00,5715.0,81.6,99.2,100.7,0.0,0.0,4.0,86,0.19181106048583985,False,REGULAR,USD,2025-06-30,put,99.95
10031,SPXW250630P05720000,2025-05-23 18:34:51+00:00,5720.0,91.91,100.6,101.9,21.910004,31.300005,2.0,1214,0.1905732036018372,False,REGULAR,USD,2025-06-30,put,101.25
10032,SPXW250630P05725000,2025-05-23 19:58:30+00:00,5725.0,99.88,102.0,103.3,13.489998,15.615231,42.0,886,0.18958711421966556,False,REGULAR,USD,2025-06-30,put,102.65
10033,SPXW250630P05730000,2025-05-22 17:02:23+00:00,5730.0,115.93,103.4,104.9,29.120003,33.544525,1.0,95,0.18884707035064696,False,REGULAR,USD,2025-06-30,put,104.15
10034,SPXW250630P05735000,2025-05-23 15:56:10+00:00,5735.0,108.4,104.9,106.2,23.46,27.619493,72.0,68,0.1876530820465088,False,REGULAR,USD,2025-06-30,put,105.55000000000001
10035,SPXW250630P05740000,2025-05-23 20:04:03+00:00,5740.0,108.41,106.3,107.8,24.060005,28.524014,6.0,86,0.18684437431335452,False,REGULAR,USD,2025-06-30,put,107.05
10036,SPXW250630P05745000,2025-05-21 18:22:33+00:00,5745.0,86.05,107.8,109.3,0.0,0.0,5.0,51,0.18586400691986082,False,REGULAR,USD,2025-06-30,put,108.55
10037,SPXW250630P05750000,2025-05-23 20:11:50+00:00,5750.0,112.5,109.3,110.8,22.940002,25.614115,259.0,1087,0.18484549293518063,False,REGULAR,USD,2025-06-30,put,110.05
10038,SPXW250630P05755000,2025-05-22 13:52:50+00:00,5755.0,92.22,110.9,112.3,0.0,0.0,11.0,76,0.1837945543479919,False,REGULAR,USD,2025-06-30,put,111.6
10039,SPXW250630P05760000,2025-05-22 12:29:42+00:00,5760.0,109.2,112.4,113.9,0.0,0.0,2.0,316,0.1828466115570068,False,REGULAR,USD,2025-06-30,put,113.15
10040,SPXW250630P05765000,2025-05-23 19:48:40+00:00,5765.0,110.5,114.0,115.5,27.370003,32.92434,5.0,39,0.1818605221748352,False,REGULAR,USD,2025-06-30,put,114.75
10041,SPXW250630P05770000,2025-05-23 20:00:24+00:00,5770.0,116.9,115.6,117.1,19.510002,20.03286,10.0,449,0.1808381935310364,False,REGULAR,USD,2025-06-30,put,116.35
10042,SPXW250630P05775000,2025-05-23 18:12:45+00:00,5775.0,106.85,117.2,118.6,12.379997,13.104686,10.0,556,0.17964229789733885,False,REGULAR,USD,2025-06-30,put,117.9
10043,SPXW250630P05780000,2025-05-23 20:00:24+00:00,5780.0,120.25,118.9,120.4,47.550003,65.405785,9.0,299,0.17881833152770996,False,REGULAR,USD,2025-06-30,put,119.65
10044,SPXW250630P05785000,2025-05-23 13:50:14+00:00,5785.0,137.47,120.6,122.1,36.870003,36.650105,6.0,46,0.17781889083862307,False,REGULAR,USD,2025-06-30,put,121.35
10045,SPXW250630P05790000,2025-05-22 16:47:19+00:00,5790.0,131.12,122.3,123.8,32.399994,32.82009,1.0,138,0.1767813035583496,False,REGULAR,USD,2025-06-30,put,123.05
10046,SPXW250630P05795000,2025-05-22 15:24:30+00:00,5795.0,124.76,124.0,125.4,23.160004,22.795279,3.0,78,0.17556824195861817,False,REGULAR,USD,2025-06-30,put,124.7
10047,SPXW250630P05800000,2025-05-23 20:14:33+00:00,5800.0,128.11,125.8,127.3,31.440002,32.523018,510.0,3088,0.17472329496383668,False,REGULAR,USD,2025-06-30,put,126.55
10192,SPXW250711P02400000,2025-05-22 15:36:55+00:00,2400.0,0.37,0.35,0.65,0.0,0.0,8.0,73,0.8247087841796874,False,REGULAR,USD,2025-07-11,put,0.5
10193,SPXW250711P02600000,2025-05-22 15:36:55+00:00,2600.0,0.47,0.55,0.85,0.0,0.0,6.0,28,0.7771018383789063,False,REGULAR,USD,2025-07-11,put,0.7
10194,SPXW250711P02800000,2025-05-22 15:36:55+00:00,2800.0,0.67,0.75,1.1,0.0,0.0,2.0,24,0.72851833984375,False,REGULAR,USD,2025-07-11,put,0.925
10195,SPXW250711P03000000,2025-05-22 15:57:41+00:00,3000.0,0.85,1.05,1.4,0.0,0.0,7.0,27,0.6829865686035157,False,REGULAR,USD,2025-07-11,put,1.225
10196,SPXW250711P03200000,2025-05-22 15:36:26+00:00,3200.0,1.17,1.4,1.75,0.0,0.0,2.0,22,0.6376379010009765,False,REGULAR,USD,2025-07-11,put,1.575
10197,SPXW250711P03400000,2025-05-16 19:26:53+00:00,3400.0,2.51,1.85,2.25,1.24,97.637794,1.0,8,0.5950357879638672,False,REGULAR,USD,2025-07-11,put,2.05
10198,SPXW250711P03600000,2025-05-22 15:57:41+00:00,3600.0,1.9,2.45,2.85,0.0,0.0,3.0,18,0.5534712622070312,False,REGULAR,USD,2025-07-11,put,2.6500000000000004
10199,SPXW250711P03800000,2025-05-23 19:22:53+00:00,3800.0,3.4,3.1,3.7,0.5,17.241379,2.0,24,0.512578116455078,False,REGULAR,USD,2025-07-11,put,3.4000000000000004
10200,SPXW250711P04000000,2025-05-23 19:04:59+00:00,4000.0,4.3,4.1,4.7,1.2600002,41.447376,7.0,81,0.4775137698364258,False,REGULAR,USD,2025-07-11,put,4.4
10201,SPXW250711P04200000,2025-05-23 19:54:14+00:00,4200.0,6.0,5.5,6.1,1.1500001,23.711344,36.0,132,0.4386652813720704,False,REGULAR,USD,2025-07-11,put,5.8
10202,SPXW250711P04300000,2025-05-23 19:43:50+00:00,4300.0,6.32,6.3,7.0,1.8400002,41.071434,2.0,17,0.4198056066894531,False,REGULAR,USD,2025-07-11,put,6.65
10203,SPXW250711P04400000,2025-05-23 19:57:16+00:00,4400.0,7.63,7.4,8.0,1.9500003,34.33099,2.0,76,0.400671276550293,False,REGULAR,USD,2025-07-11,put,7.7
10204,SPXW250711P04500000,2025-05-23 18:28:24+00:00,4500.0,7.99,8.6,9.3,2.6899996,50.754707,27.0,11,0.3825897923278808,False,REGULAR,USD,2025-07-11,put,8.95
10205,SPXW250711P04600000,2025-05-23 18:27:52+00:00,4600.0,9.45,10.2,10.9,0.03999996,0.42507932,20.0,157,0.36496606719970703,False,REGULAR,USD,2025-07-11,put,10.55
10206,SPXW250711P04650000,2025-05-23 19:57:16+00:00,4650.0,11.52,11.1,11.9,3.6300006,46.007614,2.0,25,0.35666536895751955,False,REGULAR,USD,2025-07-11,put,11.5
10207,SPXW250711P04700000,2025-05-23 18:08:22+00:00,4700.0,10.9,12.1,12.9,1.8799992,20.842562,2.0,203,0.3478306184387207,False,REGULAR,USD,2025-07-11,put,12.5
10208,SPXW250711P04750000,2025-05-23 19:40:59+00:00,4750.0,13.3,13.3,14.1,3.5,35.714283,1.0,102,0.3395070322418213,False,REGULAR,USD,2025-07-11,put,13.7
10209,SPXW250711P04800000,2025-05-19 18:51:14+00:00,4800.0,8.6,14.6,15.5,0.0,0.0,17.0,242,0.33152676536560055,False,REGULAR,USD,2025-07-11,put,15.05
10210,SPXW250711P04850000,2025-05-21 19:47:00+00:00,4850.0,13.25,16.2,17.1,0.0,0.0,10.0,353,0.3237372314453124,False,REGULAR,USD,2025-07-11,put,16.65
10211,SPXW250711P04900000,2025-05-23 19:43:50+00:00,4900.0,17.68,17.9,18.9,4.91,38.449486,5.0,612,0.3160163613891601,False,REGULAR,USD,2025-07-11,put,18.4
10212,SPXW250711P04950000,2025-05-23 16:29:38+00:00,4950.0,19.75,20.0,20.9,5.05,34.35374,7.0,326,0.3082649740600586,False,REGULAR,USD,2025-07-11,put,20.45
10213,SPXW250711P05000000,2025-05-23 19:57:16+00:00,5000.0,22.62,22.2,23.2,6.120001,37.090916,49.0,165,0.30071957832336427,False,REGULAR,USD,2025-07-11,put,22.7
10214,SPXW250711P05050000,2025-05-21 18:36:30+00:00,5050.0,18.1,24.8,25.9,0.0,0.0,4.0,178,0.2935251312255859,False,REGULAR,USD,2025-07-11,put,25.35
10215,SPXW250711P05100000,2025-05-23 16:24:30+00:00,5100.0,27.65,27.8,28.9,6.24,29.145258,50.0,237,0.28622387367248536,False,REGULAR,USD,2025-07-11,put,28.35
10216,SPXW250711P05150000,2025-05-23 18:18:57+00:00,5150.0,28.32,31.1,32.3,5.42,23.668121,10.0,160,0.27896076271057124,False,REGULAR,USD,2025-07-11,put,31.7
10217,SPXW250711P05200000,2025-05-23 18:18:57+00:00,5200.0,31.73,34.9,36.1,3.9399986,14.177756,18.0,128,0.27160609992980955,False,REGULAR,USD,2025-07-11,put,35.5
10218,SPXW250711P05250000,2025-05-23 19:36:15+00:00,5250.0,38.6,39.2,40.5,9.399998,32.191772,4.0,48,0.2644726873779296,False,REGULAR,USD,2025-07-11,put,39.85
10219,SPXW250711P05300000,2025-05-23 16:29:38+00:00,5300.0,45.52,44.0,45.4,11.220001,32.711376,14.0,174,0.25716380050659177,False,REGULAR,USD,2025-07-11,put,44.7
10220,SPXW250711P05350000,2025-05-23 19:03:52+00:00,5350.0,51.17,49.5,50.9,14.769997,40.576912,46.0,348,0.24973665920257565,False,REGULAR,USD,2025-07-11,put,50.2
10221,SPXW250711P05400000,2025-05-23 18:05:42+00:00,5400.0,50.4,55.8,57.1,5.640003,12.600544,4.0,129,0.2422255953979492,False,REGULAR,USD,2025-07-11,put,56.45
10222,SPXW250711P05425000,2025-05-23 16:24:30+00:00,5425.0,59.11,59.2,60.5,14.310001,31.941969,48.0,13,0.2384452682113647,False,REGULAR,USD,2025-07-11,put,59.85
10223,SPXW250711P05450000,2025-05-23 17:03:45+00:00,5450.0,58.9,62.8,64.2,5.8700027,11.069211,64.0,427,0.23477938079833982,False,REGULAR,USD,2025-07-11,put,63.5
10224,SPXW250711P05475000,2025-05-23 14:54:29+00:00,5475.0,69.67,66.6,68.0,14.269997,25.758118,2.0,71,0.23087698451995847,False,REGULAR,USD,2025-07-11,put,67.3
10225,SPXW250711P05500000,2025-05-23 18:32:00+00:00,5500.0,65.31,70.6,72.0,9.149998,16.292732,15.0,338,0.22688685108184814,False,REGULAR,USD,2025-07-11,put,71.3
10226,SPXW250711P05510000,2025-05-23 16:29:38+00:00,5510.0,72.19,72.3,73.7,17.000004,30.802689,5.0,147,0.2253266555023193,False,REGULAR,USD,2025-07-11,put,73.0
10227,SPXW250711P05520000,2025-05-23 16:30:09+00:00,5520.0,74.65,74.0,75.5,19.75,35.974495,40.0,7,0.22384656776428216,False,REGULAR,USD,2025-07-11,put,74.75
10228,SPXW250711P05525000,2025-05-23 19:05:01+00:00,5525.0,73.1,74.9,76.3,12.519997,20.666882,1.0,11,0.2229348642349243,False,REGULAR,USD,2025-07-11,put,75.6
10229,SPXW250711P05530000,2025-05-23 16:24:30+00:00,5530.0,75.71,75.8,77.2,32.91,76.892525,48.0,5,0.22214904445648187,False,REGULAR,USD,2025-07-11,put,76.5
10230,SPXW250711P05540000,2025-05-22 13:51:03+00:00,5540.0,67.57,77.6,79.0,0.0,0.0,4.0,79,0.220529721660614,False,REGULAR,USD,2025-07-11,put,78.3
10231,SPXW250711P05550000,2025-05-23 13:33:11+00:00,5550.0,90.79,79.6,80.8,27.23,42.841408,14.0,1466,0.21883982767105103,False,REGULAR,USD,2025-07-11,put,80.19999999999999
10232,SPXW250711P05560000,2025-05-23 13:06:08+00:00,5560.0,101.42,81.3,82.8,42.719997,72.776825,1.0,9,0.21736164726257326,False,REGULAR,USD,2025-07-11,put,82.05
10233,SPXW250711P05570000,2025-05-22 19:31:08+00:00,5570.0,60.5,83.2,84.7,0.0,0.0,5.0,10,0.21566793861389158,False,REGULAR,USD,2025-07-11,put,83.95
10234,SPXW250711P05575000,2025-05-23 13:53:46+00:00,5575.0,95.6,84.2,85.6,23.309998,32.24512,5.0,120,0.21472381048202513,False,REGULAR,USD,2025-07-11,put,84.9
10235,SPXW250711P05600000,2025-05-23 20:00:24+00:00,5600.0,90.5,89.3,90.7,20.029999,28.42344,51.0,242,0.21055629539489748,False,REGULAR,USD,2025-07-11,put,90.0
10236,SPXW250711P05610000,2025-05-23 18:08:22+00:00,5610.0,82.96,91.4,92.9,26.309998,46.443066,6.0,12,0.20896939720153804,False,REGULAR,USD,2025-07-11,put,92.15
10237,SPXW250711P05620000,2025-05-23 16:29:38+00:00,5620.0,93.41,93.5,95.0,23.010002,32.68466,2.0,16,0.20716887809753415,False,REGULAR,USD,2025-07-11,put,94.25
10238,SPXW250711P05625000,2025-05-23 19:03:52+00:00,5625.0,91.63,94.6,96.1,37.359997,68.84097,26.0,156,0.20630295047760006,False,REGULAR,USD,2025-07-11,put,95.35
10239,SPXW250711P05640000,2025-05-23 16:30:08+00:00,5640.0,98.68,98.0,99.5,18.379997,22.88916,39.0,10,0.20372042625427247,False,REGULAR,USD,2025-07-11,put,98.75
10240,SPXW250711P05650000,2025-05-23 16:29:49+00:00,5650.0,101.67,100.3,101.8,13.119995,14.816483,6.0,306,0.20193516578674317,False,REGULAR,USD,2025-07-11,put,101.05
10241,SPXW250711P05660000,2025-05-21 18:46:50+00:00,5660.0,103.97,102.6,104.2,25.29,32.142857,1.0,96,0.20019568122863768,False,REGULAR,USD,2025-07-11,put,103.4
10242,SPXW250711P05675000,2025-05-23 14:54:29+00:00,5675.0,111.13,106.3,107.9,24.86,28.81651,2.0,30,0.19754830780029298,False,REGULAR,USD,2025-07-11,put,107.1
10243,SPXW250711P05700000,2025-05-22 14:55:53+00:00,5700.0,125.2,112.7,114.5,24.699997,24.57711,2.0,533,0.19322057703018192,False,REGULAR,USD,2025-07-11,put,113.6
10244,SPXW250711P05750000,2025-05-23 16:17:10+00:00,5750.0,116.43,126.9,128.7,19.230003,19.783955,8.0,184,0.1839604920196533,False,REGULAR,USD,2025-07-11,put,127.8
10245,SPXW250711P05800000,2025-05-23 16:30:07+00:00,5800.0,144.72,143.1,145.0,28.880005,24.930944,19.0,118,0.17451158138275147,False,REGULAR,USD,2025-07-11,put,144.05
10257,SPXW250718P00200000,2025-04-09 18:01:40+00:00,200.0,0.1,0.0,0.0,0.0,0.0,552.0,553,0.500005,False,REGULAR,USD,2025-07-18,put,0.0
10258,SPX250718P00400000,2025-04-09 20:09:24+00:00,400.0,0.03,0.0,0.1,0.0,0.0,65.0,313,1.9375003125,False,REGULAR,USD,2025-07-18,put,0.05
10259,SPX250718P00600000,2025-04-24 15:15:52+00:00,600.0,0.05,0.0,0.1,0.0,0.0,8.0,5444,1.6367205664062499,False,REGULAR,USD,2025-07-18,put,0.05
10260,SPX250718P00800000,2025-05-05 14:24:44+00:00,800.0,0.05,0.0,0.15,0.0,0.0,12.0,976,1.466799541015625,False,REGULAR,USD,2025-07-18,put,0.075
10261,SPX250718P01000000,2025-05-22 15:26:57+00:00,1000.0,0.03,0.0,0.15,0.0,0.0,10.0,3353,1.3007847460937496,False,REGULAR,USD,2025-07-18,put,0.075
10262,SPXW250718P01200000,2025-05-23 17:41:08+00:00,1200.0,0.08,0.0,0.0,0.029999997,59.999996,8.0,3272,0.500005,False,REGULAR,USD,2025-07-18,put,0.0
10263,SPXW250718P01400000,2025-05-23 17:40:19+00:00,1400.0,0.12,0.0,0.25,0.06999999,139.99998,8.0,1219,1.09375453125,False,REGULAR,USD,2025-07-18,put,0.125
10264,SPXW250718P01600000,2025-05-12 11:37:22+00:00,1600.0,0.2,0.05,0.3,0.0,0.0,2.0,77,1.0180713159179686,False,REGULAR,USD,2025-07-18,put,0.175
10265,SPX250718P01800000,2025-05-20 17:44:19+00:00,1800.0,0.1,0.15,0.35,0.0,0.0,5.0,6211,0.9531254687499999,False,REGULAR,USD,2025-07-18,put,0.25
10266,SPX250718P02000000,2025-05-19 19:54:22+00:00,2000.0,0.17,0.25,0.45,0.0,0.0,2.0,1270,0.8945323046874999,False,REGULAR,USD,2025-07-18,put,0.35
10267,SPXW250718P02200000,2025-05-23 17:41:08+00:00,2200.0,0.45,0.4,0.65,0.16,55.172413,4.0,106,0.8464370825195311,False,REGULAR,USD,2025-07-18,put,0.525
10268,SPX250718P02300000,2025-05-22 15:26:57+00:00,2300.0,0.41,0.45,0.7,0.0,0.0,9.0,10250,0.8159198095703124,False,REGULAR,USD,2025-07-18,put,0.575
10269,SPXW250718P02400000,2025-05-23 17:40:19+00:00,2400.0,0.59,0.55,0.85,0.18999997,47.499992,4.0,192,0.7944356494140624,False,REGULAR,USD,2025-07-18,put,0.7
10270,SPX250718P02500000,2025-05-22 15:26:48+00:00,2500.0,0.55,0.65,0.95,0.0,0.0,6.0,23484,0.7690452783203126,False,REGULAR,USD,2025-07-18,put,0.8
10271,SPX250718P02600000,2025-05-22 15:26:48+00:00,2600.0,0.69,0.75,1.05,0.0,0.0,2.0,6055,0.7436549072265625,False,REGULAR,USD,2025-07-18,put,0.9
10272,SPX250718P02700000,2025-05-21 19:58:02+00:00,2700.0,0.8,0.9,1.2,0.0,0.0,84.0,7438,0.7215604016113282,False,REGULAR,USD,2025-07-18,put,1.05
10273,SPXW250718P02800000,2025-05-22 16:49:20+00:00,2800.0,0.85,1.1,1.4,0.0,0.0,2.0,197,0.7016631396484375,False,REGULAR,USD,2025-07-18,put,1.25
10274,SPXW250718P02900000,2025-05-21 15:07:15+00:00,2900.0,0.8,1.25,1.55,0.0,0.0,20.0,668,0.6779817358398439,False,REGULAR,USD,2025-07-18,put,1.4
10275,SPX250718P03000000,2025-05-23 15:00:52+00:00,3000.0,1.6,1.45,1.75,0.6,60.000004,3.0,11895,0.6564365411376953,False,REGULAR,USD,2025-07-18,put,1.6
10276,SPXW250718P03100000,2025-05-21 16:06:59+00:00,3100.0,1.0,1.65,1.95,0.0,0.0,1.0,85,0.6342810009765626,False,REGULAR,USD,2025-07-18,put,1.7999999999999998
10277,SPXW250718P03200000,2025-05-22 13:32:19+00:00,3200.0,1.65,1.9,2.2,0.0,0.0,8.0,98,0.6135292553710938,False,REGULAR,USD,2025-07-18,put,2.05
10278,SPXW250718P03300000,2025-05-23 19:52:12+00:00,3300.0,2.33,2.15,2.5,0.37999988,19.487173,6.0,295,0.5929606134033205,False,REGULAR,USD,2025-07-18,put,2.325
10279,SPXW250718P03350000,2025-05-19 14:34:42+00:00,3350.0,1.65,2.3,2.65,0.0,0.0,1.0,226,0.5827678442382812,False,REGULAR,USD,2025-07-18,put,2.4749999999999996
10280,SPX250718P03400000,2025-05-23 14:29:09+00:00,3400.0,2.6,2.45,2.75,0.6999999,36.842102,3.0,4206,0.5717816259765626,False,REGULAR,USD,2025-07-18,put,2.6
10281,SPXW250718P03450000,2025-05-22 16:32:07+00:00,3450.0,2.07,2.65,3.0,0.0,0.0,4.0,273,0.5631757550048828,False,REGULAR,USD,2025-07-18,put,2.825
10282,SPXW250718P03500000,2025-05-23 19:52:12+00:00,3500.0,2.98,2.8,3.2,0.45000005,17.786564,4.0,292,0.5531050549316407,False,REGULAR,USD,2025-07-18,put,3.0
10283,SPXW250718P03550000,2025-05-22 13:33:48+00:00,3550.0,2.68,3.0,3.4,0.0,0.0,2.0,142,0.5434615966796876,False,REGULAR,USD,2025-07-18,put,3.2
10284,SPXW250718P03600000,2025-05-20 16:46:29+00:00,3600.0,4.17,3.2,3.6,2.0900002,100.48078,2.0,256,0.5335740002441407,False,REGULAR,USD,2025-07-18,put,3.4000000000000004
10285,SPXW250718P03650000,2025-05-22 16:32:07+00:00,3650.0,2.62,3.4,3.8,0.0,0.0,6.0,181,0.5235033001708984,False,REGULAR,USD,2025-07-18,put,3.5999999999999996
10286,SPX250718P03700000,2025-05-22 18:53:31+00:00,3700.0,3.7,3.5,4.0,0.95000005,34.545456,1.0,8469,0.512425530090332,False,REGULAR,USD,2025-07-18,put,3.75
10287,SPX250718P03750000,2025-05-23 19:54:47+00:00,3750.0,4.1,3.8,4.2,1.1999998,41.379303,171.0,804,0.5029956927490236,False,REGULAR,USD,2025-07-18,put,4.0
10288,SPXW250718P03800000,2025-05-23 12:48:25+00:00,3800.0,5.7,4.1,4.5,2.6999998,89.99999,56.0,168,0.49728896270751966,False,REGULAR,USD,2025-07-18,put,4.3
10289,SPXW250718P03850000,2025-05-23 17:31:37+00:00,3850.0,4.0,4.3,4.8,0.70000005,21.212124,6.0,50,0.4879811944580079,False,REGULAR,USD,2025-07-18,put,4.55
10290,SPXW250718P03875000,2025-05-22 14:08:43+00:00,3875.0,3.4,4.5,5.0,0.0,0.0,57.0,155,0.4839223971557618,False,REGULAR,USD,2025-07-18,put,4.75
10291,SPXW250718P03900000,2025-05-23 15:40:24+00:00,3900.0,4.33,4.6,5.1,1.03,31.212122,3.0,166,0.47842928802490237,False,REGULAR,USD,2025-07-18,put,4.85
10292,SPX250718P03925000,2025-05-22 19:25:03+00:00,3925.0,3.5,4.7,5.2,0.0,0.0,172.0,1661,0.47293617889404294,False,REGULAR,USD,2025-07-18,put,4.95
10293,SPX250718P03950000,2025-05-23 20:00:05+00:00,3950.0,5.0,4.9,5.4,1.0999999,28.205126,79.0,1978,0.46869427795410157,False,REGULAR,USD,2025-07-18,put,5.15
10294,SPX250718P03975000,2025-05-22 19:46:45+00:00,3975.0,3.9,5.1,5.5,0.0,0.0,339.0,955,0.4631401342773438,False,REGULAR,USD,2025-07-18,put,5.3
10295,SPXW250718P04000000,2025-05-23 19:48:55+00:00,4000.0,5.4,5.3,5.8,0.8000002,17.39131,758.0,556,0.459966337890625,False,REGULAR,USD,2025-07-18,put,5.55
10296,SPXW250718P04025000,2025-05-14 17:36:32+00:00,4025.0,4.2,5.5,6.0,0.0,0.0,114.0,119,0.45549555740356445,False,REGULAR,USD,2025-07-18,put,5.75
10297,SPX250718P04050000,2025-05-23 12:33:25+00:00,4050.0,7.0,5.6,6.1,2.8000002,66.66667,1.0,828,0.4498346032714844,False,REGULAR,USD,2025-07-18,put,5.85
10298,SPXW250718P04075000,2025-05-14 12:45:11+00:00,4075.0,4.4,5.8,6.3,0.0,0.0,4.0,64,0.44527227096557614,False,REGULAR,USD,2025-07-18,put,6.05
10299,SPX250718P04100000,2025-05-23 16:19:58+00:00,4100.0,5.7,6.0,6.5,0.9899998,21.019102,38.0,3028,0.44063364547729494,False,REGULAR,USD,2025-07-18,put,6.25
10300,SPX250718P04125000,2025-05-22 18:48:56+00:00,4125.0,7.5,6.1,6.7,2.9,63.04348,1.0,988,0.43593398544311524,False,REGULAR,USD,2025-07-18,put,6.4
10301,SPX250718P04150000,2025-05-23 17:01:33+00:00,4150.0,6.01,6.4,6.9,1.1100001,22.653065,14.0,2802,0.4311885494995118,False,REGULAR,USD,2025-07-18,put,6.65
10302,SPXW250718P04175000,2025-05-01 13:33:16+00:00,4175.0,14.5,6.7,7.2,0.0,0.0,20.0,143,0.42732811447143565,False,REGULAR,USD,2025-07-18,put,6.95
10303,SPXW250718P04200000,2025-05-23 18:54:49+00:00,4200.0,6.75,6.9,7.5,1.6500001,32.352943,6.0,698,0.4233608689880371,False,REGULAR,USD,2025-07-18,put,7.2
10304,SPXW250718P04225000,2025-05-22 18:55:19+00:00,4225.0,8.57,7.2,7.7,3.37,64.80769,1.0,38,0.418401812133789,False,REGULAR,USD,2025-07-18,put,7.45
10305,SPXW250718P04250000,2025-05-21 18:36:13+00:00,4250.0,5.6,7.4,8.0,0.0,0.0,1.0,193,0.41425146301269533,False,REGULAR,USD,2025-07-18,put,7.7
10306,SPXW250718P04275000,2025-05-22 18:49:11+00:00,4275.0,5.7,7.7,8.2,0.0,0.0,2.0,125,0.4092008543395996,False,REGULAR,USD,2025-07-18,put,7.949999999999999
10307,SPX250718P04300000,2025-05-23 14:50:48+00:00,4300.0,7.39,7.9,8.4,1.8899999,34.363632,323.0,3652,0.4040892111206055,False,REGULAR,USD,2025-07-18,put,8.15
10308,SPX250718P04325000,2025-05-21 19:47:12+00:00,4325.0,8.5,8.1,8.7,1.8000002,26.865677,4.0,448,0.3997404997253418,False,REGULAR,USD,2025-07-18,put,8.399999999999999
10309,SPXW250718P04350000,2025-05-22 18:53:43+00:00,4350.0,6.2,8.6,9.1,0.0,0.0,1.0,236,0.3960479096984864,False,REGULAR,USD,2025-07-18,put,8.85
10310,SPXW250718P04375000,2025-05-22 18:47:12+00:00,4375.0,6.6,8.9,9.5,0.0,0.0,1.0,91,0.392233250579834,False,REGULAR,USD,2025-07-18,put,9.2
10311,SPX250718P04390000,2025-05-21 19:48:22+00:00,4390.0,8.8,8.9,9.5,1.4000001,18.918919,9.0,105,0.38817445327758787,False,REGULAR,USD,2025-07-18,put,9.2
10312,SPX250718P04400000,2025-05-23 19:48:14+00:00,4400.0,8.96,9.1,9.7,1.8600001,26.197186,70.0,7541,0.3868927278137207,False,REGULAR,USD,2025-07-18,put,9.399999999999999
10313,SPX250718P04410000,2025-05-23 18:51:05+00:00,4410.0,8.8,9.2,9.8,2.52,40.127388,4.0,626,0.3848938464355468,False,REGULAR,USD,2025-07-18,put,9.5
